Date,Open,High,Low,Close,Volume,Adj Close
4/16/1981,0.112165,0.112165,0.111607,0.111607,23878400,0.087758
4/20/1981,0.114955,0.115513,0.114955,0.114955,35347200,0.090391
4/21/1981,0.122768,0.123326,0.122768,0.122768,28537600,0.096534
4/22/1981,0.127232,0.12779,0.127232,0.127232,18995200,0.100044
4/23/1981,0.13058,0.131138,0.13058,0.13058,58016000,0.102677
4/24/1981,0.13058,0.13058,0.129464,0.129464,35056000,0.101799
4/27/1981,0.128906,0.128906,0.128348,0.128348,38528000,0.100922
4/28/1981,0.126674,0.126674,0.126116,0.126116,32188800,0.099167
4/29/1981,0.125,0.125,0.124442,0.124442,13641600,0.097851
4/30/1981,0.126674,0.12779,0.126674,0.126674,12611200,0.099606
5/1/1981,0.126674,0.12779,0.126674,0.126674,16553600,0.099606
5/4/1981,0.126674,0.126674,0.126116,0.126116,14448000,0.099167
5/5/1981,0.126116,0.126116,0.125558,0.125558,17539200,0.098728
5/6/1981,0.122768,0.122768,0.12221,0.12221,18950400,0.096096
5/7/1981,0.123884,0.124442,0.123884,0.123884,9363200,0.097412
5/8/1981,0.125,0.125558,0.125,0.125,7907200,0.098289
5/11/1981,0.122768,0.122768,0.12221,0.12221,11939200,0.096096
5/12/1981,0.12221,0.123884,0.12221,0.12221,4256000,0.096096
5/13/1981,0.12221,0.123326,0.121652,0.121652,4905600,0.095657
5/14/1981,0.121094,0.121094,0.119978,0.119978,4928000,0.09434
5/15/1981,0.122768,0.124442,0.122768,0.122768,4905600,0.096534
5/18/1981,0.125,0.126116,0.125,0.125,4166400,0.098289
5/19/1981,0.123326,0.123326,0.122768,0.122768,25424000,0.096534
5/20/1981,0.126674,0.12779,0.126674,0.126674,13283200,0.099606
5/21/1981,0.133929,0.134487,0.133929,0.133929,32211200,0.10531
5/22/1981,0.140067,0.141183,0.140067,0.140067,31427200,0.110137
5/26/1981,0.140067,0.140067,0.139509,0.139509,85344000,0.109698
5/27/1981,0.147321,0.147879,0.147321,0.147321,149497600,0.115841
5/28/1981,0.147321,0.147879,0.147321,0.147321,73987200,0.115841
5/29/1981,0.147879,0.148438,0.147879,0.147879,59382400,0.116279
6/1/1981,0.147879,0.148438,0.147879,0.147879,51251200,0.116279
6/2/1981,0.141183,0.141183,0.140625,0.140625,40432000,0.110575
6/3/1981,0.140625,0.141741,0.140625,0.140625,39446400,0.110575
6/4/1981,0.143415,0.143973,0.143415,0.143415,56067200,0.112769
6/5/1981,0.141741,0.141741,0.141183,0.141183,57680000,0.111014
6/8/1981,0.136719,0.136719,0.136161,0.136161,93497600,0.107065
6/9/1981,0.138951,0.139509,0.138951,0.138951,119593600,0.109259
6/10/1981,0.140625,0.142299,0.140625,0.140625,25222400,0.110575
6/11/1981,0.146763,0.147321,0.146763,0.146763,38976000,0.115402
6/12/1981,0.145647,0.145647,0.145089,0.145089,25804800,0.114086
6/15/1981,0.145089,0.145089,0.144531,0.144531,143763200,0.113647
6/16/1981,0.142299,0.142299,0.141741,0.141741,37251200,0.111453
6/17/1981,0.140067,0.140067,0.139509,0.139509,27574400,0.109698
6/18/1981,0.139509,0.140067,0.138951,0.138951,23049600,0.109259
6/19/1981,0.135603,0.135603,0.135045,0.135045,27507200,0.106188
6/22/1981,0.13058,0.13058,0.130022,0.130022,10841600,0.102238
6/23/1981,0.132254,0.133371,0.132254,0.132254,15030400,0.103993
6/24/1981,0.130022,0.130022,0.128906,0.128906,23027200,0.101361
6/25/1981,0.131696,0.132254,0.131696,0.131696,24259200,0.103555
6/26/1981,0.131138,0.131138,0.130022,0.130022,23788800,0.102238
6/29/1981,0.126674,0.126674,0.125558,0.125558,10595200,0.098728
6/30/1981,0.116629,0.116629,0.116071,0.116071,35907200,0.091268
7/1/1981,0.115513,0.115513,0.114955,0.114955,170464000,0.090391
7/2/1981,0.114955,0.115513,0.114955,0.114955,30284800,0.090391
7/6/1981,0.112165,0.112165,0.111049,0.111049,16531200,0.087319
7/7/1981,0.112165,0.113281,0.112165,0.112165,15836800,0.088197
7/8/1981,0.116629,0.117188,0.116629,0.116629,16620800,0.091707
7/9/1981,0.108259,0.108259,0.107701,0.107701,32883200,0.084687
7/10/1981,0.099888,0.099888,0.09933,0.09933,55171200,0.078105
7/13/1981,0.101563,0.102121,0.101563,0.101563,45740800,0.079861
7/14/1981,0.106027,0.107143,0.106027,0.106027,19779200,0.083371
7/15/1981,0.108817,0.109375,0.108817,0.108817,10953600,0.085564
7/16/1981,0.111607,0.112723,0.111607,0.111607,15232000,0.087758
7/17/1981,0.115513,0.116071,0.115513,0.115513,19824000,0.09083
7/20/1981,0.108259,0.108259,0.107701,0.107701,23654400,0.084687
7/21/1981,0.107701,0.107701,0.107143,0.107143,31942400,0.084248
7/22/1981,0.102121,0.102121,0.101004,0.101004,22668800,0.079421
7/23/1981,0.103795,0.104353,0.103795,0.103795,34451200,0.081616
7/24/1981,0.107143,0.107701,0.107143,0.107143,28851200,0.084248
7/27/1981,0.111607,0.112165,0.111607,0.111607,17337600,0.087758
7/28/1981,0.108259,0.108259,0.107701,0.107701,22848000,0.084687
7/29/1981,0.106585,0.106585,0.106027,0.106027,15500800,0.083371
7/30/1981,0.109933,0.111049,0.109933,0.109933,9900800,0.086442
7/31/1981,0.111607,0.112165,0.111607,0.111607,10953600,0.087758
8/3/1981,0.111607,0.111607,0.110491,0.110491,12432000,0.086881
8/4/1981,0.112165,0.112723,0.112165,0.112165,31673600,0.088197
8/5/1981,0.115513,0.116071,0.115513,0.115513,17494400,0.09083
8/6/1981,0.113281,0.113281,0.112723,0.112723,10528000,0.088636
8/7/1981,0.112723,0.113281,0.112723,0.112723,9206400,0.088636
8/10/1981,null,null,null,null,null,null
8/11/1981,0.110491,0.110491,0.109375,0.109375,71456000,0.086003
8/12/1981,0.107701,0.107701,0.107143,0.107143,26275200,0.084248
8/13/1981,0.104353,0.104353,0.103795,0.103795,27484800,0.081616
8/14/1981,0.103237,0.103237,0.102121,0.102121,24192000,0.080299
8/17/1981,0.099888,0.099888,0.098772,0.098772,18905600,0.077666
8/18/1981,0.097656,0.097656,0.09654,0.09654,17001600,0.075911
8/19/1981,0.09654,0.09654,0.095424,0.095424,20675200,0.075033
8/20/1981,0.09654,0.097098,0.09654,0.09654,17113600,0.075911
8/21/1981,0.09096,0.09096,0.089844,0.089844,41910400,0.070646
8/24/1981,0.084821,0.084821,0.084263,0.084263,23072000,0.066257
8/25/1981,0.086496,0.087054,0.086496,0.086496,40700800,0.068013
8/26/1981,0.085379,0.085379,0.084821,0.084821,33600000,0.066696
8/27/1981,0.085379,0.085938,0.085379,0.085379,25916800,0.067135
8/28/1981,0.089844,0.090402,0.089844,0.089844,38035200,0.070646
8/31/1981,0.089844,0.090402,0.089844,0.089844,40947200,0.070646
9/1/1981,0.095424,0.095982,0.095424,0.095424,37027200,0.075033
9/2/1981,0.097098,0.097656,0.097098,0.097098,19376000,0.07635
9/3/1981,0.093192,0.093192,0.092076,0.092076,37475200,0.072401
9/4/1981,0.091518,0.091518,0.09096,0.09096,15254400,0.071523
9/8/1981,0.088728,0.088728,0.08817,0.08817,25446400,0.069329
9/9/1981,0.08817,0.088728,0.08817,0.08817,30531200,0.069329
9/10/1981,0.088728,0.089286,0.088728,0.088728,34809600,0.069768
9/11/1981,0.08817,0.08817,0.087612,0.087612,17539200,0.068891
9/14/1981,0.085379,0.085379,0.084821,0.084821,27686400,0.066696
9/15/1981,0.083147,0.083147,0.082589,0.082589,19510400,0.064941
9/16/1981,0.081473,0.081473,0.080915,0.080915,19353600,0.063625
9/17/1981,0.079241,0.079241,0.078683,0.078683,19376000,0.06187
9/18/1981,0.079241,0.079799,0.079241,0.079241,26320000,0.062308
9/21/1981,0.079799,0.080357,0.079799,0.079799,49033600,0.062747
9/22/1981,0.075893,0.075893,0.075335,0.075335,47420800,0.059237
9/23/1981,0.074777,0.074777,0.073661,0.073661,28201600,0.057921
9/24/1981,0.073661,0.073661,0.073103,0.073103,18300800,0.057482
9/25/1981,0.064732,0.064732,0.063616,0.063616,34608000,0.050022
9/28/1981,0.064174,0.064732,0.064174,0.064174,91728000,0.050461
9/29/1981,0.067522,0.06808,0.067522,0.067522,94684800,0.053094
9/30/1981,0.06808,0.068638,0.06808,0.06808,49996800,0.053532
10/1/1981,0.06808,0.068638,0.06808,0.06808,61129600,0.053532
10/2/1981,0.073661,0.074219,0.073661,0.073661,45046400,0.057921
10/5/1981,0.075893,0.077009,0.075893,0.075893,43097600,0.059676
10/6/1981,0.075893,0.075893,0.075335,0.075335,28358400,0.059237
10/7/1981,0.079799,0.080915,0.079799,0.079799,38841600,0.062747
10/8/1981,0.082589,0.083147,0.082589,0.082589,31091200,0.064941
10/9/1981,0.083147,0.084263,0.083147,0.083147,54521600,0.06538
10/12/1981,0.085938,0.086496,0.085938,0.085938,27350400,0.067574
10/13/1981,0.085938,0.087054,0.085938,0.085938,44195200,0.067574
10/14/1981,0.081473,0.081473,0.080915,0.080915,30979200,0.063625
10/15/1981,0.082589,0.083147,0.082589,0.082589,29433600,0.064941
10/16/1981,0.082031,0.082031,0.081473,0.081473,36467200,0.064063
10/19/1981,0.083147,0.083705,0.083147,0.083147,20585600,0.06538
10/20/1981,0.087612,0.08817,0.087612,0.087612,35728000,0.068891
10/21/1981,0.087612,0.08817,0.087612,0.087612,76899200,0.068891
10/22/1981,0.087612,0.087612,0.087054,0.087054,32278400,0.068452
10/23/1981,0.085379,0.085379,0.084821,0.084821,27910400,0.066696
10/26/1981,0.084821,0.085379,0.084821,0.084821,27283200,0.066696
10/27/1981,0.086496,0.087612,0.086496,0.086496,85590400,0.068013
10/28/1981,0.089286,0.089844,0.089286,0.089286,44172800,0.070207
10/29/1981,0.088728,0.088728,0.08817,0.08817,30486400,0.069329
10/30/1981,0.089286,0.089844,0.089286,0.089286,52729600,0.070207
11/2/1981,0.089286,0.089844,0.089286,0.089286,36915200,0.070207
11/3/1981,0.088728,0.088728,0.08817,0.08817,28380800,0.069329
11/4/1981,0.086496,0.086496,0.085938,0.085938,23811200,0.067574
11/5/1981,0.080357,0.080357,0.079799,0.079799,23363200,0.062747
11/6/1981,0.080357,0.080915,0.080357,0.080357,24595200,0.063186
11/9/1981,0.081473,0.082031,0.081473,0.081473,20384000,0.064063
11/10/1981,0.082031,0.082589,0.082031,0.082031,16755200,0.064502
11/11/1981,0.084263,0.084821,0.084263,0.084263,27440000,0.066257
11/12/1981,0.087054,0.087612,0.087054,0.087054,39916800,0.068452
11/13/1981,0.081473,0.081473,0.080915,0.080915,21011200,0.063625
11/16/1981,0.080357,0.080357,0.079799,0.079799,22556800,0.062747
11/17/1981,0.081473,0.082031,0.081473,0.081473,35414400,0.064063
11/18/1981,0.084263,0.084821,0.084263,0.084263,29142400,0.066257
11/19/1981,0.084263,0.084821,0.084263,0.084263,40006400,0.066257
11/20/1981,0.084821,0.085379,0.084821,0.084821,38102400,0.066696
11/23/1981,0.082031,0.082031,0.080915,0.080915,22960000,0.063625
11/24/1981,0.080915,0.080915,0.080357,0.080357,22153600,0.063186
11/25/1981,0.082031,0.082589,0.082031,0.082031,52550400,0.064502
11/27/1981,0.084263,0.084821,0.084263,0.084263,37251200,0.066257
11/30/1981,0.083705,0.083705,0.083147,0.083147,23968000,0.06538
12/1/1981,0.083147,0.083705,0.083147,0.083147,23385600,0.06538
12/2/1981,0.083705,0.084263,0.083705,0.083705,37564800,0.065818
12/3/1981,0.083147,0.083147,0.082589,0.082589,20428800,0.064941
12/4/1981,0.084821,0.085379,0.084821,0.084821,137155200,0.066696
12/7/1981,0.085379,0.085938,0.085379,0.085379,59292800,0.067135
12/8/1981,0.084821,0.084821,0.083705,0.083705,50624000,0.065818
12/9/1981,0.084263,0.084821,0.084263,0.084263,34272000,0.066257
12/10/1981,0.084263,0.084821,0.084263,0.084263,37408000,0.066257
12/11/1981,0.084263,0.084821,0.083705,0.083705,76092800,0.065818
12/14/1981,0.082031,0.082031,0.080915,0.080915,25244800,0.063625
12/15/1981,0.083147,0.083705,0.083147,0.083147,31315200,0.06538
12/16/1981,0.087054,0.087612,0.087054,0.087054,65452800,0.068452
12/17/1981,0.094308,0.094866,0.094308,0.094308,51452800,0.074156
12/18/1981,0.102121,0.102679,0.102121,0.102121,71724800,0.080299
12/21/1981,0.098214,0.098214,0.097656,0.097656,56403200,0.076788
12/22/1981,0.09933,0.099888,0.09933,0.09933,53827200,0.078105
12/23/1981,0.097656,0.097656,0.097098,0.097098,28896000,0.07635
12/24/1981,0.097656,0.098214,0.097656,0.097656,28918400,0.076788
12/28/1981,0.094308,0.094308,0.093192,0.093192,36579200,0.073278
12/29/1981,0.094866,0.095982,0.094866,0.094866,24236800,0.074595
12/30/1981,0.098772,0.09933,0.098772,0.098772,32188800,0.077666
12/31/1981,0.098772,0.09933,0.098772,0.098772,54656000,0.077666
1/4/1982,0.098772,0.098772,0.098214,0.098214,71254400,0.077227
1/5/1982,0.094308,0.094308,0.093192,0.093192,35840000,0.073278
1/6/1982,0.092634,0.092634,0.092076,0.092076,66080000,0.072401
1/7/1982,0.085938,0.085938,0.084821,0.084821,70044800,0.066696
1/8/1982,0.088728,0.089286,0.088728,0.088728,56604800,0.069768
1/11/1982,0.083705,0.083705,0.083147,0.083147,33331200,0.06538
1/12/1982,0.080915,0.080915,0.080357,0.080357,59920000,0.063186
1/13/1982,0.080357,0.080357,0.079799,0.079799,41753600,0.062747
1/14/1982,0.083705,0.084263,0.083705,0.083705,25715200,0.065818
1/15/1982,0.089286,0.090402,0.089286,0.089286,46704000,0.070207
1/18/1982,0.09096,0.092076,0.09096,0.09096,28000000,0.071523
1/19/1982,0.089844,0.089844,0.088728,0.088728,55507200,0.069768
1/20/1982,0.090402,0.09096,0.090402,0.090402,25827200,0.071084
1/21/1982,0.092076,0.092634,0.092076,0.092076,33331200,0.072401
1/22/1982,0.092634,0.093192,0.092634,0.092634,24259200,0.072839
1/25/1982,0.090402,0.090402,0.089844,0.089844,44710400,0.070646
1/26/1982,0.087612,0.087612,0.086496,0.086496,21212800,0.068013
1/27/1982,0.087054,0.08817,0.087054,0.087054,31360000,0.068452
1/28/1982,0.089844,0.090402,0.089844,0.089844,39603200,0.070646
1/29/1982,0.09096,0.091518,0.09096,0.09096,53155200,0.071523
2/1/1982,0.09096,0.09096,0.089844,0.089844,38528000,0.070646
2/2/1982,0.090402,0.091518,0.090402,0.090402,54275200,0.071084
2/3/1982,0.090402,0.09096,0.090402,0.090402,31472000,0.071084
2/4/1982,0.088728,0.088728,0.08817,0.08817,22041600,0.069329
2/5/1982,0.08817,0.088728,0.08817,0.08817,40297600,0.069329
2/8/1982,0.083147,0.083147,0.082589,0.082589,31696000,0.064941
2/9/1982,0.082589,0.083147,0.082589,0.082589,57904000,0.064941
2/10/1982,0.083705,0.084263,0.083705,0.083705,38796800,0.065818
2/11/1982,0.083147,0.083147,0.082589,0.082589,24528000,0.064941
2/12/1982,0.083705,0.084263,0.083705,0.083705,19644800,0.065818
2/16/1982,0.082589,0.082589,0.082031,0.082031,34316800,0.064502
2/17/1982,0.083147,0.083705,0.083147,0.083147,25580800,0.06538
2/18/1982,0.084263,0.084821,0.084263,0.084263,28380800,0.066257
2/19/1982,0.084263,0.084263,0.083705,0.083705,13596800,0.065818
2/22/1982,0.083147,0.083147,0.082589,0.082589,26633600,0.064941
2/23/1982,0.082031,0.082031,0.081473,0.081473,34540800,0.064063
2/24/1982,0.082031,0.082589,0.082031,0.082031,37945600,0.064502
2/25/1982,0.082031,0.082031,0.081473,0.081473,30800000,0.064063
2/26/1982,0.081473,0.082031,0.081473,0.081473,17427200,0.064063
3/1/1982,0.082031,0.082589,0.082031,0.082031,35302400,0.064502
3/2/1982,0.082031,0.082589,0.082031,0.082031,34809600,0.064502
3/3/1982,0.082031,0.082589,0.082031,0.082031,23654400,0.064502
3/4/1982,0.080915,0.080915,0.080357,0.080357,38371200,0.063186
3/5/1982,0.074777,0.074777,0.074219,0.074219,45315200,0.05836
3/8/1982,0.073661,0.073661,0.073103,0.073103,35145600,0.057482
3/9/1982,0.073661,0.074219,0.073661,0.073661,52505600,0.057921
3/10/1982,0.073103,0.073103,0.072545,0.072545,86934400,0.057043
3/11/1982,0.072545,0.073661,0.072545,0.072545,22579200,0.057043
3/12/1982,0.068638,0.068638,0.06808,0.06808,46547200,0.053532
3/15/1982,0.06808,0.06808,0.067522,0.067522,51363200,0.053094
3/16/1982,0.066964,0.066964,0.066406,0.066406,47152000,0.052216
3/17/1982,0.063616,0.063616,0.063058,0.063058,50489600,0.049583
3/18/1982,0.06808,0.068638,0.06808,0.06808,56336000,0.053532
3/19/1982,0.074219,0.074777,0.074219,0.074219,65811200,0.05836
3/22/1982,0.079799,0.080357,0.079799,0.079799,69193600,0.062747
3/23/1982,0.079241,0.079241,0.078683,0.078683,55955200,0.06187
3/24/1982,0.074777,0.074777,0.074219,0.074219,51609600,0.05836
3/25/1982,0.074219,0.074219,0.073661,0.073661,84112000,0.057921
3/26/1982,0.073103,0.073103,0.072545,0.072545,50780800,0.057043
3/29/1982,0.074219,0.074777,0.074219,0.074219,67603200,0.05836
3/30/1982,0.075335,0.075893,0.075335,0.075335,77952000,0.059237
3/31/1982,0.075335,0.075893,0.075335,0.075335,50153600,0.059237
4/1/1982,0.079241,0.079799,0.079241,0.079241,59136000,0.062308
4/2/1982,0.079241,0.079799,0.079241,0.079241,84806400,0.062308
4/5/1982,0.079241,0.079799,0.079241,0.079241,86643200,0.062308
4/6/1982,0.079241,0.079241,0.078683,0.078683,71590400,0.06187
4/7/1982,0.078125,0.078125,0.077567,0.077567,29097600,0.060992
4/8/1982,0.078125,0.078683,0.078125,0.078125,23990400,0.061431
4/12/1982,0.078125,0.078683,0.077567,0.077567,44307200,0.060992
4/13/1982,0.071987,0.071987,0.071429,0.071429,85299200,0.056166
4/14/1982,0.071987,0.072545,0.071987,0.071987,113590400,0.056604
4/15/1982,0.073103,0.073661,0.073103,0.073103,164281600,0.057482
4/16/1982,0.075335,0.075893,0.075335,0.075335,104048000,0.059237
4/19/1982,0.074777,0.074777,0.073661,0.073661,41283200,0.057921
4/20/1982,0.070871,0.070871,0.070313,0.070313,80550400,0.055288
4/21/1982,0.070313,0.070313,0.069754,0.069754,73024000,0.054849
4/22/1982,0.069196,0.069196,0.068638,0.068638,52595200,0.053971
4/23/1982,0.068638,0.069196,0.068638,0.068638,48294400,0.053971
4/26/1982,0.070313,0.070871,0.070313,0.070313,57926400,0.055288
4/27/1982,0.068638,0.068638,0.06808,0.06808,70268800,0.053532
4/28/1982,0.065848,0.065848,0.06529,0.06529,99232000,0.051338
4/29/1982,0.06529,0.065848,0.06529,0.06529,82230400,0.051338
4/30/1982,0.065848,0.066406,0.065848,0.065848,277401600,0.051777
5/3/1982,0.06808,0.068638,0.06808,0.06808,82700800,0.053532
5/4/1982,0.070313,0.070871,0.070313,0.070313,73987200,0.055288
5/5/1982,0.070313,0.070313,0.069196,0.069196,53939200,0.05441
5/6/1982,0.071429,0.071987,0.071429,0.071429,75465600,0.056166
5/7/1982,0.072545,0.073103,0.072545,0.072545,84716800,0.057043
5/10/1982,0.071987,0.071987,0.071429,0.071429,31606400,0.056166
5/11/1982,0.069754,0.069754,0.069196,0.069196,103017600,0.05441
5/12/1982,0.06808,0.06808,0.067522,0.067522,71008000,0.053094
5/13/1982,0.06808,0.068638,0.06808,0.06808,54454400,0.053532
5/14/1982,0.066406,0.066406,0.06529,0.06529,95737600,0.051338
5/17/1982,0.064732,0.064732,0.064174,0.064174,76204800,0.050461
5/18/1982,0.063616,0.063616,0.063058,0.063058,122035200,0.049583
5/19/1982,0.063058,0.063058,0.0625,0.0625,75286400,0.049145
5/20/1982,0.063058,0.063616,0.063058,0.063058,27619200,0.049583
5/21/1982,0.063616,0.064174,0.063616,0.063616,38841600,0.050022
5/24/1982,0.064174,0.064732,0.064174,0.064174,31987200,0.050461
5/25/1982,0.064174,0.064732,0.064174,0.064174,51564800,0.050461
5/26/1982,0.064174,0.064174,0.063616,0.063616,43276800,0.050022
5/27/1982,0.063058,0.063058,0.0625,0.0625,31248000,0.049145
5/28/1982,0.0625,0.063058,0.0625,0.0625,19196800,0.049145
6/1/1982,0.061942,0.061942,0.061384,0.061384,47600000,0.048267
6/2/1982,0.0625,0.063058,0.0625,0.0625,32905600,0.049145
6/3/1982,0.061384,0.061384,0.060268,0.060268,39760000,0.04739
6/4/1982,0.059152,0.059152,0.058594,0.058594,37676800,0.046073
6/7/1982,0.058594,0.059152,0.058594,0.058594,37161600,0.046073
6/8/1982,0.058594,0.058594,0.058036,0.058036,31404800,0.045635
6/9/1982,0.057478,0.057478,0.05692,0.05692,33846400,0.044757
6/10/1982,0.057478,0.058036,0.057478,0.057478,34406400,0.045196
6/11/1982,0.05971,0.060268,0.05971,0.05971,54633600,0.046951
6/14/1982,0.05971,0.060268,0.05971,0.05971,29993600,0.046951
6/15/1982,0.05971,0.060268,0.05971,0.05971,35212800,0.046951
6/16/1982,0.05971,0.060268,0.05971,0.05971,41731200,0.046951
6/17/1982,0.059152,0.059152,0.058594,0.058594,29164800,0.046073
6/18/1982,0.058594,0.058594,0.057478,0.057478,19868800,0.045196
6/21/1982,0.057478,0.058036,0.057478,0.057478,28537600,0.045196
6/22/1982,0.05971,0.060826,0.05971,0.05971,17561600,0.046951
6/23/1982,0.061384,0.0625,0.061384,0.061384,52752000,0.048267
6/24/1982,0.061384,0.061942,0.061384,0.061384,44150400,0.048267
6/25/1982,0.05971,0.05971,0.059152,0.059152,26678400,0.046512
6/28/1982,0.059152,0.059152,0.058594,0.058594,25155200,0.046073
6/29/1982,0.057478,0.057478,0.05692,0.05692,35817600,0.044757
6/30/1982,0.05692,0.057478,0.05692,0.05692,67625600,0.044757
7/1/1982,0.05692,0.05692,0.056362,0.056362,55731200,0.044318
7/2/1982,0.054129,0.054129,0.053571,0.053571,58105600,0.042124
7/6/1982,0.051897,0.051897,0.051339,0.051339,87696000,0.040369
7/7/1982,0.051339,0.051897,0.051339,0.051339,30374400,0.040369
7/8/1982,0.049665,0.049665,0.049107,0.049107,164326400,0.038614
7/9/1982,0.050781,0.051339,0.050781,0.050781,128419200,0.03993
7/12/1982,0.051897,0.052455,0.051897,0.051897,63392000,0.040807
7/13/1982,0.055246,0.055804,0.055246,0.055246,114374400,0.043441
7/14/1982,0.055804,0.05692,0.055804,0.055804,71120000,0.04388
7/15/1982,0.05692,0.057478,0.05692,0.05692,65788800,0.044757
